5,250,30,0,392,0,0,0
5,250,60,0,168,0,0,1
5,560,60,0,326,0,0,2
5,560,30,0,528,0,0,3
5,560,40,0,335,0,0,4
5,250,40,0,90,0,0,5
5,560,30,0,443,0,1,0
5,250,30,0,146,0,1,1
5,250,40,0,90,0,1,2
5,560,40,0,299,0,1,3
5,250,60,0,83,0,1,4
5,560,60,0,254,0,1,5
5,560,60,0,209,0,2,0
5,250,40,0,183,0,2,1
5,560,40,0,365,0,2,2
5,250,60,0,73,0,2,3
5,250,30,0,12,1,2,4
5,560,30,0,284,1,2,5
5,560,60,0,354,0,3,0
5,560,30,0,536,0,3,1
5,250,60,0,82,0,3,2
5,250,30,0,172,0,3,3
5,560,40,0,259,0,3,4
5,250,40,0,145,0,3,5
5,250,30,0,12,1,4,0
5,560,40,0,322,1,4,1
5,250,40,0,208,0,4,2
5,560,30,0,598,0,4,3
5,250,60,0,118,0,4,4
5,560,60,0,406,0,4,5
5,250,40,0,202,0,5,0
5,250,30,0,12,1,5,1
5,560,40,0,637,0,5,2
5,560,60,0,285,0,5,3
5,560,30,0,580,0,5,4
5,250,60,0,125,0,5,5
5,560,40,0,584,0,6,0
5,250,30,0,237,0,6,1
5,250,40,0,312,0,6,2
5,560,30,0,631,0,6,3
5,250,60,0,151,0,6,4
5,560,60,0,278,0,6,5
5,560,30,0,571,0,7,0
5,560,40,0,307,0,7,1
5,250,30,0,370,0,7,2
5,250,40,0,224,0,7,3
5,250,60,0,213,0,7,4
5,560,60,0,293,0,7,5
5,250,40,0,187,0,8,0
5,560,60,0,231,0,8,1
5,560,30,0,607,0,8,2
5,560,40,0,473,0,8,3
5,250,30,0,227,0,8,4
5,250,60,0,156,0,8,5
5,250,40,0,186,0,9,0
5,560,30,0,455,0,9,1
5,250,60,0,124,0,9,2
5,560,60,0,379,0,9,3
5,250,30,0,254,0,9,4
5,560,40,0,362,0,9,5
